IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.206.68,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,232,6.41
141.147.175.230,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,145,6.4
141.147.178.135,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,134,6.4
150.230.205.56,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,146,6.4
131.186.34.11,8080,8080,FALSE,SIN,Asia Pacific,Singapore,212,6.4
131.186.40.31,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,193,6.4
158.101.149.122,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,140,6.38
150.230.196.73,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,150,6.38
131.186.36.248,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,144,6.37
131.186.61.45,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,140,6.36
141.147.167.40,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,136,6.36
131.186.47.255,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,151,6.35
150.230.193.89,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,141,6.35
168.138.200.159,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,192,6.35
151.145.69.174,80,80,FALSE,SIN,Asia Pacific,Singapore,155,6.35
150.230.219.83,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,145,6.35
158.101.131.218,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,140,6.34
158.101.131.218,8443,8443,TRUE,LAX,North America,Los Angeles,188,6.33
150.230.217.63,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,191,6.33
141.147.169.195,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,77,6.32
168.138.198.202,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,80,6.32
168.138.207.64,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,143,6.32
131.186.60.162,2082,2082,FALSE,SIN,Asia Pacific,Singapore,148,6.31
132.145.54.84,2053,443,TRUE,LHR,Europe,London,173,6.31
131.186.43.207,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,140,6.31
150.230.201.162,2052,2052,FALSE,SIN,Asia Pacific,Singapore,154,6.31
168.138.214.62,80,0,FALSE,NRT,Asia Pacific,Tokyo,123,6.31
151.145.70.28,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,180,6.31
158.101.148.221,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,147,6.3
131.186.34.11,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,140,6.3
131.186.60.162,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,206,6.3
168.138.198.53,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,80,6.29
158.101.150.126,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,183,6.29
150.230.101.13,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,147,6.28
158.101.145.246,80,80,FALSE,HKG,Asia Pacific,Hong Kong,201,6.27
131.186.37.49,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,147,6.27
158.101.150.74,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,154,6.27
141.147.160.86,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,143,6.26
141.147.183.96,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,205,6.26
152.70.103.145,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,147,6.24
150.230.208.113,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,161,6.23
132.145.120.115,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,197,6.22
158.101.131.218,2053,2053,TRUE,SIN,Asia Pacific,Singapore,157,6.21
168.138.200.159,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,191,6.21
150.230.207.53,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,214,6.21
150.230.104.197,2052,2052,FALSE,LAX,North America,Los Angeles,197,6.21
168.138.206.109,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,83,6.21
150.230.109.138,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,143,6.21
131.186.37.49,8880,8880,FALSE,SIN,Asia Pacific,Singapore,149,6.19
132.145.120.182,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,219,6.19
168.138.200.155,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,154,6.19
158.101.147.4,2086,2086,FALSE,SIN,Asia Pacific,Singapore,200,6.18
158.101.149.81,2083,2083,TRUE,SIN,Asia Pacific,Singapore,198,6.17
141.147.178.135,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,137,6.17
131.186.45.88,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,145,6.16
131.186.43.107,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,143,6.16
132.145.121.123,80,80,FALSE,HKG,Asia Pacific,Hong Kong,147,6.15
141.147.178.135,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,137,6.15
131.186.63.184,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,175,6.14
131.186.34.11,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,134,6.13
150.230.197.156,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,97,6.13
131.186.43.207,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,147,6.12
150.230.200.210,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,193,6.12
158.101.154.70,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,140,6.12
150.230.208.113,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,153,6.11
150.230.201.39,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,76,6.11
131.186.47.255,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,238,6.11
141.147.175.230,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,6.1
158.101.154.70,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,196,6.1
168.138.194.121,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,212,6.1
152.70.111.251,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,93,6.09
168.138.197.222,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,155,6.09
132.145.114.4,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,193,6.09
150.230.216.34,80,80,FALSE,HKG,Asia Pacific,Hong Kong,156,6.08
131.186.34.244,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,145,6.08
141.147.164.54,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,112,6.08
132.145.117.216,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,151,6.08
168.138.211.188,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,188,6.07
168.138.196.237,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,142,6.07
158.101.139.42,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,164,6.07
131.186.45.88,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,155,6.06
158.101.148.221,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,135,6.06
131.186.59.232,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,142,6.05
150.230.212.213,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,139,6.05
150.136.241.40,8443,443,TRUE,IAD,North America,Ashburn,229,6.05
150.230.213.95,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,157,6.05
129.153.61.213,443,443,TRUE,YYZ,North America,Toronto,223,6.05
158.101.149.122,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,210,6.05
141.147.174.7,2052,2052,FALSE,SIN,Asia Pacific,Singapore,154,6.05
141.147.178.135,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,133,6.05
150.230.105.53,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,138,6.04
150.230.105.179,80,80,FALSE,NRT,Asia Pacific,Tokyo,77,6.04
158.101.149.122,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,157,6.03
131.186.59.94,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,151,6.03
150.230.208.83,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,148,6.03
158.101.154.70,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,202,6.03
158.101.139.42,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,145,6.02
151.145.74.199,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,148,6.02
158.178.155.112,443,443,TRUE,FRA,Europe,Frankfurt,211,6.02
150.230.101.13,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,208,6.01
158.101.159.181,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,211,6
158.101.133.129,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,6
150.230.199.118,2053,2053,TRUE,LAX,North America,Los Angeles,191,6
141.147.175.230,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,164,5.99
132.145.112.168,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,156,5.99
132.145.120.182,80,80,FALSE,HKG,Asia Pacific,Hong Kong,156,5.99
158.101.155.158,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,231,5.99
150.230.108.135,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,196,5.98
151.145.74.56,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,88,5.98
158.101.144.34,80,80,FALSE,HKG,Asia Pacific,Hong Kong,148,5.97
141.147.168.159,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,138,5.96
152.70.107.26,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,5.96
168.138.207.64,80,80,FALSE,HKG,Asia Pacific,Hong Kong,195,5.95
158.101.154.70,2096,2096,TRUE,SIN,Asia Pacific,Singapore,253,5.95
150.230.219.83,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,187,5.95
132.145.114.250,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,220,5.95
158.101.147.4,80,80,FALSE,HKG,Asia Pacific,Hong Kong,189,5.94
168.138.200.155,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,150,5.94
151.145.68.104,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,158,5.94
132.145.117.216,80,80,FALSE,HKG,Asia Pacific,Hong Kong,192,5.94
150.230.202.132,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,142,5.94
150.230.106.21,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,203,5.93
158.101.146.160,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,152,5.93
158.101.158.238,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,158,5.93
150.230.213.95,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,148,5.92
131.186.62.26,2053,2053,TRUE,LAX,North America,Los Angeles,182,5.91
158.101.147.4,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,144,5.9
151.145.74.56,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,144,5.9
151.145.71.127,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,205,5.9
141.147.167.40,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,191,5.9
132.145.120.182,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,263,5.9
158.101.155.115,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,176,5.9
152.70.103.145,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,176,5.89
158.101.139.42,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,166,5.89
158.101.140.255,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,138,5.89
168.138.212.175,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,205,5.88
141.147.167.44,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,96,5.88
158.101.145.246,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,196,5.87
131.186.40.31,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,149,5.86
140.238.62.12,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,189,5.86
150.230.108.135,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,137,5.86
132.145.121.123,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,140,5.86
141.147.166.189,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,204,5.86
141.147.178.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,190,5.85
131.186.63.35,2095,2095,FALSE,LAX,North America,Los Angeles,190,5.85
140.238.44.27,443,443,TRUE,NRT,Asia Pacific,Tokyo,73,5.85
132.145.121.123,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,192,5.84
131.186.62.26,80,80,FALSE,NRT,Asia Pacific,Tokyo,77,5.84
132.145.120.182,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,164,5.83
150.230.202.132,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,5.82
151.145.65.8,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,76,5.81
155.248.160.83,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,188,5.81
152.70.106.185,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,199,5.79
132.145.120.182,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,201,5.79
150.230.101.13,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,230,5.79
158.101.146.165,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,145,5.79
150.230.219.83,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,199,5.78
152.70.107.26,2082,2082,FALSE,LAX,North America,Los Angeles,197,5.78
150.230.219.168,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,149,5.78
158.101.150.74,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,219,5.78
150.230.105.53,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,191,5.78
150.230.216.117,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,5.78
155.248.160.83,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,186,5.76
152.70.98.174,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,168,5.76
131.186.47.255,2082,2082,FALSE,LAX,North America,Los Angeles,229,5.75
158.101.145.246,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,141,5.75
168.138.207.64,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,202,5.75
132.145.120.182,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,141,5.75
140.238.52.81,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,154,5.75
132.145.120.197,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,235,5.75
158.101.137.74,2096,2096,TRUE,LAX,North America,Los Angeles,193,5.75
141.147.182.76,8880,8880,FALSE,LAX,North America,Los Angeles,190,5.75
151.145.71.40,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,182,5.74
155.248.160.83,80,80,FALSE,HKG,Asia Pacific,Hong Kong,137,5.74
132.145.121.34,8080,8080,FALSE,LAX,North America,Los Angeles,189,5.74
141.147.167.40,80,80,FALSE,HKG,Asia Pacific,Hong Kong,148,5.74
131.186.47.223,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,235,5.74
150.230.212.9,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,82,5.73
155.248.162.160,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,142,5.73
168.138.197.222,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,151,5.73
131.186.40.31,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,139,5.73
131.186.44.38,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,226,5.72
152.70.98.174,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,171,5.71
64.110.104.30,443,0,TRUE,KIX,Asia Pacific,Osaka,84,5.7
132.145.120.115,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,143,5.7
158.101.140.255,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,138,5.7
131.186.60.162,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,214,5.68
152.70.111.251,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,89,5.68
158.101.155.115,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,151,5.68
141.147.162.204,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,149,5.68
132.145.117.216,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,146,5.68
158.101.140.154,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,149,5.67
141.147.183.96,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,143,5.66
193.123.81.105,443,443,TRUE,CDG,Europe,Paris,144,5.66
131.186.43.207,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,154,5.65
150.230.196.73,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,195,5.65
64.110.88.200,8443,80,FALSE,ICN,Asia Pacific,Seoul,67,5.65
168.138.208.164,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,211,5.65
158.101.159.181,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,167,5.65
158.101.139.42,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,195,5.64
131.186.47.223,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,177,5.64
150.230.97.239,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,153,5.64
151.145.68.166,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,144,5.62
150.230.200.210,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,143,5.62
193.123.69.77,443,443,TRUE,CDG,Europe,Paris,175,5.62
150.230.204.117,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,201,5.61
132.145.121.175,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,136,5.61
140.238.35.78,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,142,5.61
141.147.182.76,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,151,5.6
151.145.69.105,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,187,5.6
150.230.193.89,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,149,5.6
158.101.136.239,80,80,FALSE,HKG,Asia Pacific,Hong Kong,152,5.6
132.145.121.34,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,192,5.6
151.145.69.105,80,80,FALSE,HKG,Asia Pacific,Hong Kong,140,5.59
141.145.199.188,443,443,TRUE,CDG,Europe,Paris,364,5.59
158.101.142.103,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,194,5.58
141.147.174.190,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,77,5.58
150.230.204.117,8443,8443,TRUE,SIN,Asia Pacific,Singapore,171,5.57
158.101.155.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,154,5.57
158.101.150.74,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,145,5.56
158.101.158.251,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,98,5.56
132.145.121.175,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,179,5.56
150.230.193.89,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,264,5.56
155.248.160.83,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,211,5.55
158.101.159.181,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,152,5.55
146.56.172.153,80,80,FALSE,NRT,Asia Pacific,Tokyo,66,5.55
150.230.192.173,80,80,FALSE,HKG,Asia Pacific,Hong Kong,148,5.54
150.230.192.173,2096,2096,TRUE,SIN,Asia Pacific,Singapore,206,5.54
131.186.34.11,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,147,5.54
150.230.104.197,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,215,5.53
150.230.208.83,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,140,5.53
158.101.137.74,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,197,5.53
132.145.120.197,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,154,5.53
150.230.105.228,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,315,5.51
132.145.120.103,80,80,FALSE,HKG,Asia Pacific,Hong Kong,141,5.5
151.145.68.104,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,142,5.49
132.145.121.34,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,98,5.48
141.147.183.96,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,143,5.48
132.145.112.247,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,151,5.47
131.186.43.107,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,143,5.47
168.138.212.40,2082,0,FALSE,HKG,Asia Pacific,Hong Kong,141,5.46
132.145.121.34,80,80,FALSE,HKG,Asia Pacific,Hong Kong,146,5.46
151.145.64.170,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,149,5.45
168.138.207.64,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,143,5.45
131.186.63.127,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,145,5.44
168.138.206.68,80,80,FALSE,HKG,Asia Pacific,Hong Kong,155,5.44
168.138.217.146,80,80,FALSE,HKG,Asia Pacific,Hong Kong,144,5.43
141.147.175.230,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,140,5.43
132.145.112.247,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,286,5.42
132.145.121.125,2096,2096,TRUE,SIN,Asia Pacific,Singapore,191,5.4
158.101.140.154,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,265,5.4
150.230.207.53,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,75,5.4
158.101.144.34,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,150,5.4
158.101.140.154,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,154,5.4
158.101.158.238,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,208,5.39
150.230.105.228,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,162,5.38
132.145.121.242,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,138,5.38
150.230.204.117,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,143,5.38
158.101.137.74,2087,2087,TRUE,SIN,Asia Pacific,Singapore,227,5.37
151.145.69.105,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,136,5.37
155.248.160.116,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,124,5.35
141.147.178.135,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,138,5.35
150.230.217.63,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,141,5.34
131.186.41.255,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,142,5.34
158.101.140.252,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,215,5.34
151.145.68.166,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,83,5.34
131.186.63.184,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,194,5.34
144.24.173.250,2096,443,TRUE,FRA,Europe,Frankfurt,181,5.34
150.230.205.56,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,153,5.33
131.186.38.135,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,142,5.33
141.147.182.76,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,147,5.32
131.186.38.135,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,195,5.32
141.147.166.189,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,135,5.3
150.230.212.87,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,144,5.3
132.145.121.34,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,186,5.3
131.186.63.184,80,80,FALSE,HKG,Asia Pacific,Hong Kong,142,5.3
131.186.60.162,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,147,5.29
141.147.181.148,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,153,5.29
158.101.140.255,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,190,5.27
150.230.199.118,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,104,5.27
158.101.149.122,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,210,5.27
151.145.65.203,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,143,5.26
158.101.155.246,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,143,5.26
131.186.63.35,80,80,FALSE,HKG,Asia Pacific,Hong Kong,148,5.25
150.230.205.56,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,146,5.25
158.101.149.52,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,168,5.24
132.145.120.197,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,149,5.24
141.145.206.16,8443,443,TRUE,CDG,Europe,Paris,300,5.24
150.230.101.125,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,172,5.23
150.230.208.113,2095,2095,FALSE,LAX,North America,Los Angeles,183,5.23
168.138.206.68,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,204,5.23
150.230.104.197,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,140,5.23
150.230.101.13,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,145,5.23
168.138.200.159,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,152,5.22
141.147.178.202,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,194,5.22
168.138.200.159,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,140,5.21
168.138.208.17,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,82,5.21
168.138.47.238,8443,80,FALSE,KIX,Asia Pacific,Osaka,78,5.21
150.230.202.132,2053,2053,TRUE,LAX,North America,Los Angeles,184,5.21
158.101.137.74,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,193,5.21
132.145.54.84,8443,443,TRUE,LHR,Europe,London,213,5.2
152.70.106.195,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,173,5.2
150.230.208.83,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,104,5.2
141.147.182.76,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,146,5.2
131.186.59.232,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,139,5.2
168.138.200.159,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,140,5.19
132.145.121.175,80,80,FALSE,HKG,Asia Pacific,Hong Kong,139,5.19
158.101.150.126,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,163,5.19
150.230.208.83,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,201,5.18
158.101.154.70,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,143,5.17
158.101.131.218,2082,2082,FALSE,LAX,North America,Los Angeles,187,5.17
158.101.142.103,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,144,5.17
168.138.196.237,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,135,5.17
131.186.36.248,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,136,5.16
150.230.212.87,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,75,5.16
132.145.114.4,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,154,5.16
131.186.37.49,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,148,5.16
158.101.139.42,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,140,5.15
141.147.167.40,8080,8080,FALSE,SIN,Asia Pacific,Singapore,159,5.15
158.101.150.126,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,198,5.15
152.67.148.60,443,443,TRUE,FRA,Europe,Frankfurt,294,5.15
131.186.61.45,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,200,5.14
150.230.217.63,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,172,5.13
