IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.56.207,8443,8443,TRUE,SIN,Asia Pacific,Singapore,215,5.96
8.217.167.88,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,66,5.96
47.91.31.231,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,198,5.95
47.245.113.117,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,5.95
47.91.14.47,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,87,5.95
8.218.65.237,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,42,5.95
47.91.29.108,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,183,5.94
47.74.6.16,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,196,5.94
47.74.15.117,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,286,5.94
47.74.13.239,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,84,5.94
47.74.34.135,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,69,5.94
47.74.16.67,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,160,5.94
8.222.248.188,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,5.94
47.74.52.188,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,160,5.93
47.245.118.197,8080,8080,FALSE,SIN,Asia Pacific,Singapore,18,5.93
8.219.210.64,80,80,FALSE,SIN,Asia Pacific,Singapore,12,5.93
47.74.43.24,80,80,FALSE,NRT,Asia Pacific,Tokyo,77,5.93
47.74.26.132,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,170,5.93
47.245.107.174,8880,8880,FALSE,SIN,Asia Pacific,Singapore,22,5.93
47.245.9.228,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,168,5.93
8.222.168.234,2086,2086,FALSE,SIN,Asia Pacific,Singapore,49,5.93
47.91.25.66,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,167,5.93
8.219.60.130,2053,2053,TRUE,SIN,Asia Pacific,Singapore,38,5.92
47.91.31.235,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,175,5.92
47.236.12.73,2096,2096,TRUE,SIN,Asia Pacific,Singapore,67,5.92
8.219.55.31,8880,8880,FALSE,LAX,North America,Los Angeles,202,5.92
47.236.169.164,2096,2096,TRUE,SIN,Asia Pacific,Singapore,110,5.92
8.222.236.229,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,5.92
8.218.149.193,2082,0,FALSE,HKG,Asia Pacific,Hong Kong,40,5.92
8.219.198.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,40,5.92
8.219.198.139,8443,8443,TRUE,SIN,Asia Pacific,Singapore,74,5.92
8.222.248.188,2082,2082,FALSE,SIN,Asia Pacific,Singapore,31,5.91
47.74.41.87,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,79,5.91
8.218.174.118,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,41,5.91
47.74.6.16,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,140,5.91
8.222.167.147,2087,2087,TRUE,SIN,Asia Pacific,Singapore,37,5.91
8.219.247.203,2096,2096,TRUE,SIN,Asia Pacific,Singapore,153,5.91
8.210.151.69,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,51,5.91
8.209.214.157,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,86,5.91
8.222.174.108,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,5.9
47.91.10.228,80,80,FALSE,HKG,Asia Pacific,Hong Kong,142,5.9
8.218.18.132,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,90,5.9
8.219.65.191,2087,2087,TRUE,SIN,Asia Pacific,Singapore,57,5.9
47.91.1.199,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,159,5.9
8.219.238.145,2096,2096,TRUE,SIN,Asia Pacific,Singapore,144,5.9
47.74.46.84,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,331,5.9
47.236.163.221,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,5.89
8.219.210.64,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,5.89
47.242.202.230,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,40,5.89
47.242.202.230,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,43,5.89
47.74.5.233,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,221,5.89
47.91.16.198,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,185,5.89
8.219.12.152,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,5.88
8.219.175.127,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,5.88
47.91.29.152,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,149,5.88
47.236.7.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,32,5.88
47.74.5.233,80,80,FALSE,HKG,Asia Pacific,Hong Kong,139,5.87
47.74.27.211,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,165,5.87
8.219.230.254,2086,2086,FALSE,SIN,Asia Pacific,Singapore,33,5.87
8.219.186.189,443,443,TRUE,SIN,Asia Pacific,Singapore,129,5.87
8.219.194.170,8880,8880,FALSE,SIN,Asia Pacific,Singapore,10,5.87
8.210.66.190,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,39,5.87
8.218.211.17,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,115,5.86
8.219.209.14,2083,2083,TRUE,SIN,Asia Pacific,Singapore,132,5.86
8.219.210.226,2053,2053,TRUE,SIN,Asia Pacific,Singapore,124,5.86
8.217.147.230,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,36,5.86
47.236.161.155,2052,2052,FALSE,SIN,Asia Pacific,Singapore,56,5.86
8.219.11.158,80,80,FALSE,SIN,Asia Pacific,Singapore,6,5.86
8.219.242.208,80,80,FALSE,SIN,Asia Pacific,Singapore,7,5.86
8.219.173.195,2086,2086,FALSE,SIN,Asia Pacific,Singapore,36,5.85
8.222.209.223,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,5.85
47.245.108.213,2052,2052,FALSE,SIN,Asia Pacific,Singapore,8,5.85
8.219.50.180,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,5.85
8.222.221.86,2086,2086,FALSE,SIN,Asia Pacific,Singapore,4,5.85
8.219.84.214,2086,2086,FALSE,SIN,Asia Pacific,Singapore,33,5.85
47.74.8.238,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,202,5.85
8.219.247.203,2096,2096,TRUE,SIN,Asia Pacific,Singapore,120,5.84
47.74.52.211,8880,8880,FALSE,SIN,Asia Pacific,Singapore,160,5.84
47.236.7.13,2082,2082,FALSE,SIN,Asia Pacific,Singapore,27,5.84
47.74.40.13,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,243,5.84
8.219.50.180,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,5.84
8.222.221.86,2096,2096,TRUE,SIN,Asia Pacific,Singapore,129,5.84
8.219.195.47,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,5.84
47.236.166.184,2086,2086,FALSE,SIN,Asia Pacific,Singapore,40,5.84
47.236.173.200,8080,8080,FALSE,SIN,Asia Pacific,Singapore,4,5.84
47.236.4.129,2086,2086,FALSE,SIN,Asia Pacific,Singapore,51,5.83
8.222.208.83,8443,8443,TRUE,SIN,Asia Pacific,Singapore,35,5.83
47.243.173.187,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,40,5.83
47.91.29.152,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,186,5.83
47.74.34.135,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,69,5.83
47.74.43.24,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,166,5.83
8.219.249.38,80,80,FALSE,SIN,Asia Pacific,Singapore,6,5.83
47.91.25.66,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,157,5.82
47.74.5.99,80,80,FALSE,HKG,Asia Pacific,Hong Kong,136,5.82
8.209.200.73,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,85,5.82
8.222.221.197,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,5.82
47.236.15.73,2087,2087,TRUE,SIN,Asia Pacific,Singapore,126,5.82
47.91.3.87,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,141,5.81
8.222.244.123,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,5.81
47.245.57.38,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,161,5.81
8.219.247.203,80,80,FALSE,SIN,Asia Pacific,Singapore,18,5.81
47.236.12.73,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,5.8
47.74.13.200,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,169,5.8
47.91.10.228,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,152,5.8
47.74.13.239,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,76,5.8
47.91.21.149,2053,2053,TRUE,LAX,North America,Los Angeles,188,5.8
47.236.174.206,8880,8880,FALSE,SIN,Asia Pacific,Singapore,31,5.8
47.236.164.215,2095,2095,FALSE,SIN,Asia Pacific,Singapore,178,5.8
47.236.4.129,8080,8080,FALSE,SIN,Asia Pacific,Singapore,24,5.79
47.236.7.246,2082,2082,FALSE,SIN,Asia Pacific,Singapore,32,5.79
47.236.7.13,2087,2087,TRUE,SIN,Asia Pacific,Singapore,66,5.79
8.210.174.156,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,49,5.79
47.74.7.51,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,76,5.79
8.222.214.231,2086,2086,FALSE,SIN,Asia Pacific,Singapore,22,5.79
8.219.82.35,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,5.79
47.245.56.121,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,77,5.79
47.245.57.109,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,84,5.79
47.76.94.15,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,45,5.79
8.217.239.116,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,71,5.79
47.236.168.17,8443,8443,TRUE,SIN,Asia Pacific,Singapore,76,5.79
8.219.6.187,2087,2087,TRUE,SIN,Asia Pacific,Singapore,70,5.78
47.91.22.115,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,74,5.78
47.74.60.36,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,179,5.78
8.210.151.69,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,5.78
47.91.21.107,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,148,5.78
47.91.21.149,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,153,5.78
47.236.150.13,2052,2052,FALSE,SIN,Asia Pacific,Singapore,21,5.78
47.242.202.230,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,39,5.78
47.243.107.148,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,43,5.78
8.218.85.128,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,52,5.77
47.74.5.150,80,80,FALSE,HKG,Asia Pacific,Hong Kong,137,5.77
8.210.66.190,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,37,5.77
47.74.27.94,2096,2096,TRUE,SIN,Asia Pacific,Singapore,279,5.77
8.209.214.157,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,79,5.77
8.222.145.110,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,5.77
8.222.210.182,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,5.77
47.91.25.66,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,160,5.77
8.218.174.118,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,49,5.77
47.242.202.230,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,39,5.76
47.74.42.17,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,187,5.76
47.242.155.183,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,44,5.76
8.219.40.37,2053,2053,TRUE,SIN,Asia Pacific,Singapore,35,5.76
47.245.14.216,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,80,5.76
47.236.167.231,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,5.76
8.219.228.157,2096,2096,TRUE,SIN,Asia Pacific,Singapore,173,5.76
8.219.53.142,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,5.76
8.210.250.120,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,77,5.76
47.243.107.148,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,77,5.76
8.219.220.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,120,5.76
8.218.105.223,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,80,5.76
8.218.158.94,443,443,TRUE,HKG,Asia Pacific,Hong Kong,114,5.75
47.91.18.207,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,137,5.75
8.219.208.69,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,5.75
8.219.40.255,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,5.75
47.245.105.224,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,5.75
47.236.5.223,8080,8080,FALSE,SIN,Asia Pacific,Singapore,26,5.75
47.245.114.163,80,80,FALSE,SIN,Asia Pacific,Singapore,4,5.75
8.219.43.243,2052,2052,FALSE,SIN,Asia Pacific,Singapore,59,5.75
47.243.162.49,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,76,5.74
8.217.167.88,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,54,5.74
47.74.43.95,80,80,FALSE,HKG,Asia Pacific,Hong Kong,162,5.74
8.218.119.115,443,443,TRUE,HKG,Asia Pacific,Hong Kong,62,5.74
47.236.7.246,8080,8080,FALSE,SIN,Asia Pacific,Singapore,20,5.74
47.91.21.127,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,74,5.74
47.74.37.50,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,167,5.74
8.219.210.64,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,5.74
8.219.152.195,8443,8443,TRUE,SIN,Asia Pacific,Singapore,81,5.73
8.219.236.8,80,80,FALSE,SIN,Asia Pacific,Singapore,14,5.73
47.245.39.49,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,162,5.73
47.74.9.174,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,176,5.73
47.245.118.197,2087,2087,TRUE,SIN,Asia Pacific,Singapore,49,5.72
8.222.237.131,8443,8443,TRUE,SIN,Asia Pacific,Singapore,42,5.72
47.91.29.108,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,139,5.72
47.245.6.9,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,179,5.72
47.74.11.251,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,163,5.71
47.74.9.174,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,225,5.71
47.236.169.236,2082,2082,FALSE,SIN,Asia Pacific,Singapore,79,5.71
8.219.5.10,2053,2053,TRUE,SIN,Asia Pacific,Singapore,59,5.71
8.222.152.165,443,443,TRUE,SIN,Asia Pacific,Singapore,70,5.71
8.222.202.163,2095,2095,FALSE,SIN,Asia Pacific,Singapore,51,5.71
47.74.26.196,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,163,5.71
8.218.126.53,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,39,5.71
47.236.172.71,2096,2096,TRUE,SIN,Asia Pacific,Singapore,88,5.7
8.222.224.163,2096,2096,TRUE,SIN,Asia Pacific,Singapore,135,5.7
8.219.197.111,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,5.7
47.74.15.117,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,261,5.7
8.219.245.187,2083,2083,TRUE,SIN,Asia Pacific,Singapore,149,5.69
8.222.128.131,2087,2087,TRUE,SIN,Asia Pacific,Singapore,96,5.69
8.222.214.13,8443,8443,TRUE,SIN,Asia Pacific,Singapore,49,5.69
8.219.222.8,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,5.69
8.222.198.105,2083,2083,TRUE,SIN,Asia Pacific,Singapore,76,5.69
47.74.15.117,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,251,5.69
8.219.253.18,2083,2083,TRUE,SIN,Asia Pacific,Singapore,122,5.69
47.74.41.87,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,66,5.69
47.236.165.25,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,5.68
47.243.183.127,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,45,5.68
8.209.214.157,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,79,5.68
8.222.208.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,56,5.68
8.210.39.96,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,87,5.68
47.91.22.115,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,110,5.68
8.219.235.164,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,5.67
47.236.166.131,2053,2053,TRUE,SIN,Asia Pacific,Singapore,91,5.67
47.245.113.12,2083,2083,TRUE,SIN,Asia Pacific,Singapore,74,5.67
47.236.10.100,2096,2096,TRUE,SIN,Asia Pacific,Singapore,108,5.67
8.210.117.18,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,84,5.67
8.217.147.230,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,133,5.66
47.74.15.120,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,168,5.66
8.219.63.193,2083,2083,TRUE,SIN,Asia Pacific,Singapore,58,5.66
47.74.15.117,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,83,5.66
8.219.53.142,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,5.66
47.236.10.100,2053,2053,TRUE,SIN,Asia Pacific,Singapore,44,5.66
8.219.112.75,8443,8443,TRUE,SIN,Asia Pacific,Singapore,53,5.66
47.236.19.51,2096,2096,TRUE,SIN,Asia Pacific,Singapore,116,5.66
47.74.4.47,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,141,5.66
47.74.43.95,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,209,5.66
8.219.198.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,25,5.65
47.236.172.71,2083,2083,TRUE,SIN,Asia Pacific,Singapore,57,5.65
8.219.199.220,8880,8880,FALSE,SIN,Asia Pacific,Singapore,37,5.65
47.91.19.249,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,137,5.65
47.74.52.104,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,171,5.65
8.222.224.17,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,5.64
47.245.4.22,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,233,5.64
8.222.153.11,2083,2083,TRUE,LAX,North America,Los Angeles,275,5.64
8.209.212.5,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,183,5.64
47.74.27.151,2052,2052,FALSE,LAX,North America,Los Angeles,170,5.64
47.236.7.206,2052,2052,FALSE,SIN,Asia Pacific,Singapore,185,5.64
8.217.221.165,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,73,5.64
8.222.221.86,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,5.64
8.219.122.96,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,5.63
47.74.4.47,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,138,5.63
47.91.3.179,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,146,5.63
47.236.176.144,2087,2087,TRUE,SIN,Asia Pacific,Singapore,160,5.63
47.236.163.221,2053,2053,TRUE,SIN,Asia Pacific,Singapore,141,5.62
47.74.11.251,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,166,5.62
8.219.60.54,2096,2096,TRUE,SIN,Asia Pacific,Singapore,41,5.62
47.74.26.132,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,258,5.62
8.222.224.17,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,5.62
8.210.101.157,80,80,FALSE,HKG,Asia Pacific,Hong Kong,54,5.62
8.209.214.157,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,93,5.61
8.218.146.204,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,79,5.61
8.218.65.237,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,61,5.61
8.210.192.93,80,80,FALSE,HKG,Asia Pacific,Hong Kong,50,5.61
47.74.34.38,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,74,5.61
47.74.52.188,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,307,5.61
8.217.221.165,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,42,5.61
8.218.48.92,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,80,5.61
47.74.60.36,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,201,5.6
47.236.164.215,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,5.6
47.74.10.135,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,169,5.6
8.219.201.245,443,443,TRUE,SIN,Asia Pacific,Singapore,62,5.6
8.219.248.170,2053,2053,TRUE,SIN,Asia Pacific,Singapore,167,5.6
47.236.169.15,8080,8080,FALSE,SIN,Asia Pacific,Singapore,41,5.6
47.242.174.27,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,54,5.59
8.219.241.189,443,443,TRUE,SIN,Asia Pacific,Singapore,114,5.59
47.236.7.246,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,5.59
47.91.16.214,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,144,5.59
8.222.229.102,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,5.59
47.245.108.213,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,5.59
47.245.113.117,80,80,FALSE,SIN,Asia Pacific,Singapore,6,5.58
8.222.229.102,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,5.58
47.74.60.36,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,168,5.58
8.210.117.18,443,443,TRUE,HKG,Asia Pacific,Hong Kong,96,5.58
8.218.243.95,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,50,5.58
8.219.199.220,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,5.58
47.74.16.67,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,166,5.58
47.91.2.165,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,176,5.58
47.74.54.33,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,197,5.57
8.210.151.69,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,39,5.57
47.74.43.24,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,165,5.57
47.245.115.6,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,5.57
47.91.1.199,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,161,5.57
47.74.54.145,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,82,5.57
47.74.34.38,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,125,5.57
8.210.250.120,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,54,5.57
8.219.5.10,8443,8443,TRUE,SIN,Asia Pacific,Singapore,40,5.57
47.236.169.164,2087,2087,TRUE,SIN,Asia Pacific,Singapore,110,5.57
8.219.201.174,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,5.57
8.218.22.210,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,44,5.57
8.217.167.88,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,40,5.57
8.219.222.8,80,80,FALSE,SIN,Asia Pacific,Singapore,9,5.57
47.74.13.200,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,166,5.56
8.219.196.24,2095,2095,FALSE,SIN,Asia Pacific,Singapore,31,5.56
47.236.11.84,8880,8880,FALSE,SIN,Asia Pacific,Singapore,29,5.56
8.219.235.164,2083,2083,TRUE,SIN,Asia Pacific,Singapore,120,5.56
8.219.213.84,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,5.56
47.243.107.148,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,54,5.56
8.218.119.115,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,40,5.55
47.74.39.194,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,161,5.55
8.210.156.6,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,45,5.55
8.222.249.98,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,5.55
47.91.31.231,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,161,5.55
47.74.49.62,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,214,5.55
47.242.155.183,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,51,5.55
47.245.37.89,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,171,5.55
47.245.56.207,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,177,5.54
47.74.26.131,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,77,5.54
8.210.66.190,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,46,5.54
8.219.222.8,2083,2083,TRUE,SIN,Asia Pacific,Singapore,139,5.54
8.222.238.141,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,5.54
8.210.174.156,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,52,5.53
8.219.126.3,2096,2096,TRUE,SIN,Asia Pacific,Singapore,139,5.53
47.236.172.41,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,5.53
8.219.106.15,8080,8080,FALSE,SIN,Asia Pacific,Singapore,29,5.53
8.210.192.93,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,107,5.53
8.218.181.189,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,41,5.53
8.222.193.208,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,5.53
47.242.155.183,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,62,5.53
47.242.155.183,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,63,5.53
8.219.186.189,8443,8443,TRUE,SIN,Asia Pacific,Singapore,172,5.53
47.236.149.107,2053,2053,TRUE,SIN,Asia Pacific,Singapore,60,5.53
47.74.43.95,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,222,5.52
8.219.42.72,8443,8443,TRUE,SIN,Asia Pacific,Singapore,67,5.52
47.245.107.174,443,443,TRUE,SIN,Asia Pacific,Singapore,43,5.52
8.217.167.88,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,43,5.52
8.219.112.75,80,80,FALSE,SIN,Asia Pacific,Singapore,16,5.52
47.236.169.236,8443,8443,TRUE,SIN,Asia Pacific,Singapore,136,5.52
8.222.215.228,2082,2082,FALSE,SIN,Asia Pacific,Singapore,2,5.52
8.217.251.62,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,107,5.51
47.74.26.196,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,361,5.51
47.91.19.249,2087,2087,TRUE,LAX,North America,Los Angeles,237,5.51
47.245.105.224,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,5.51
47.91.18.207,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,152,5.51
47.245.52.240,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,176,5.51
8.210.250.120,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,101,5.51
8.219.201.174,443,443,TRUE,SIN,Asia Pacific,Singapore,108,5.5
47.74.9.174,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,179,5.5
